utt_id|wav_path|speaker|text
Formetic_0011_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Formetic_0011_female.wav|female|Powinnaś spróbować kuracji Formeticem.
Formetic_0012_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Formetic_0012_female.wav|female|Na recepcie zapiszę Formetic.
Formetic_0013_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Formetic_0013_female.wav|female|Zalecam Formetic, bo dobrze działa na cukrzycę typu drugiego.
Formetic_0014_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Formetic_0014_female.wav|female|Na cukrzycę typu drugiego przepiszę ci Formetic.
Formetic_0015_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Formetic_0015_male.wav|male|Na recepcie zapiszę Formetic jako lek na cukrzycę typu drugiego.
Formetic_0016_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Formetic_0016_male.wav|male|Powinnaś przyjmować Formetic na cukrzycę typu drugiego.
Glucophage XR_0001_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Glucophage XR_0001_male.wav|male|Najlepiej w twoim przypadku sprawdzi się Glucophage XR.
Glucophage XR_0002_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Glucophage XR_0002_male.wav|male|Na cukrzycę typu drugiego przepiszę ci Glucophage XR.
Glucophage XR_0003_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Glucophage XR_0003_female.wav|female|Na recepcie zapiszę Glucophage XR.
Glucophage XR_0004_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Glucophage XR_0004_female.wav|female|Możesz kupić w aptece Glucophage XR, powinien pomóc.
Glucophage XR_0005_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Glucophage XR_0005_male.wav|male|Jeśli masz cukrzycę typu drugiego dobrze sprawdza się Glucophage XR.
Glucophage XR_0006_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Glucophage XR_0006_male.wav|male|Przepiszę ci Glucophage XR, bo zwykle dobrze działa.
Glucophage XR_0007_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Glucophage XR_0007_female.wav|female|Powinnaś przyjmować Glucophage XR na cukrzycę typu drugiego.
Glucophage XR_0008_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Glucophage XR_0008_female.wav|female|Jeśli masz cukrzycę typu drugiego dobrze sprawdza się Glucophage XR.
Glucophage XR_0009_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Glucophage XR_0009_male.wav|male|Powinnaś spróbować kuracji Glucophage XR.
Glucophage XR_0010_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Glucophage XR_0010_female.wav|female|Najlepiej w twoim przypadku sprawdzi się Glucophage XR.
Glucophage XR_0011_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Glucophage XR_0011_female.wav|female|Na cukrzycę typu drugiego przepiszę ci Glucophage XR.
Glucophage XR_0012_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Glucophage XR_0012_female.wav|female|Powinnaś spróbować kuracji Glucophage XR.
Glucophage XR_0013_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Glucophage XR_0013_male.wav|male|Powinnaś przyjmować Glucophage XR na cukrzycę typu drugiego.
Glucophage XR_0014_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Glucophage XR_0014_male.wav|male|Zalecam Glucophage XR, bo dobrze działa na cukrzycę typu drugiego.
Glucophage XR_0015_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Glucophage XR_0015_male.wav|male|Na recepcie zapiszę Glucophage XR.
Glucophage XR_0016_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Glucophage XR_0016_female.wav|female|Przepiszę ci Glucophage XR, bo zwykle dobrze działa.
Metformax_0001_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metformax_0001_female.wav|female|Przepiszę ci Metformax, bo zwykle dobrze działa.
Metformax_0002_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metformax_0002_male.wav|male|Na cukrzycę typu drugiego przepiszę ci Metformax.
Metformax_0003_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metformax_0003_male.wav|male|Jeśli masz cukrzycę typu drugiego dobrze sprawdza się Metformax.
Metformax_0004_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metformax_0004_female.wav|female|Na recepcie zapiszę Metformax.
Metformax_0005_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metformax_0005_female.wav|female|Zalecam Metformax, bo dobrze działa na cukrzycę typu drugiego.
Metformax_0006_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metformax_0006_female.wav|female|Na recepcie zapiszę Metformax jako lek na cukrzycę typu drugiego.
Metformax_0007_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metformax_0007_male.wav|male|Powinnaś przyjmować Metformax na cukrzycę typu drugiego.
Metformax_0008_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metformax_0008_male.wav|male|Powinnaś spróbować kuracji Metformaxem.
Metformax_0009_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metformax_0009_female.wav|female|Najlepiej w twoim przypadku sprawdzi się Metformax.
Metformax_0010_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metformax_0010_male.wav|male|Przepiszę ci Metformax, bo zwykle dobrze działa.
Metformax_0011_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metformax_0011_male.wav|male|Możesz kupić w aptece Metformax, powinien pomóc.
Metformax_0012_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metformax_0012_male.wav|male|Najlepiej w twoim przypadku sprawdzi się Metformax.
Metformax_0013_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metformax_0013_female.wav|female|Jeśli masz cukrzycę typu drugiego dobrze sprawdza się Metformax.
Metformax_0014_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metformax_0014_male.wav|male|Zalecam Metformax, bo dobrze działa na cukrzycę typu drugiego.
Metformax_0015_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metformax_0015_male.wav|male|Na recepcie zapiszę Metformax jako lek na cukrzycę typu drugiego.
Metformax_0016_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metformax_0016_female.wav|female|Powinnaś spróbować kuracji Metformaxem.
Xigduo_0001_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Xigduo_0001_male.wav|male|Zalecam Xigduo, bo dobrze działa na cukrzycę typu drugiego.
Xigduo_0002_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Xigduo_0002_female.wav|female|Jeśli masz cukrzycę typu drugiego dobrze sprawdza się Xigduo.
Xigduo_0003_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Xigduo_0003_male.wav|male|Przepiszę ci Xigduo, bo zwykle dobrze działa.
Xigduo_0004_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Xigduo_0004_male.wav|male|Powinnaś spróbować kuracji Xigduo.
Xigduo_0005_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Xigduo_0005_female.wav|female|Możesz kupić w aptece Xigduo, powinien pomóc.
Xigduo_0006_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Xigduo_0006_female.wav|female|Na recepcie zapiszę Xigduo jako lek na cukrzycę typu drugiego.
Xigduo_0007_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Xigduo_0007_male.wav|male|Najlepiej w twoim przypadku sprawdzi się Xigduo.
Xigduo_0008_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Xigduo_0008_male.wav|male|Powinnaś przyjmować Xigduo na cukrzycę typu drugiego.
Xigduo_0009_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Xigduo_0009_female.wav|female|Powinnaś spróbować kuracji Xigduo.
Xigduo_0010_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Xigduo_0010_male.wav|male|Na recepcie zapiszę Xigduo jako lek na cukrzycę typu drugiego.
Xigduo_0011_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Xigduo_0011_male.wav|male|Na cukrzycę typu drugiego przepiszę ci Xigduo.
Xigduo_0012_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Xigduo_0012_female.wav|female|Przepiszę ci Xigduo, bo zwykle dobrze działa.
Xigduo_0013_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Xigduo_0013_female.wav|female|Najlepiej w twoim przypadku sprawdzi się Xigduo.
Xigduo_0014_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Xigduo_0014_male.wav|male|Jeśli masz cukrzycę typu drugiego dobrze sprawdza się Xigduo.
Xigduo_0015_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Xigduo_0015_male.wav|male|Na recepcie zapiszę Xigduo.
Xigduo_0016_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Xigduo_0016_female.wav|female|Zalecam Xigduo, bo dobrze działa na cukrzycę typu drugiego.
Synjardy_0001_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Synjardy_0001_male.wav|male|Powinnaś przyjmować Synjardy na cukrzycę typu drugiego.
Synjardy_0002_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Synjardy_0002_female.wav|female|Zalecam Synjardy, bo dobrze działa na cukrzycę typu drugiego.
Synjardy_0003_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Synjardy_0003_male.wav|male|Możesz kupić w aptece Synjardy, powinien pomóc.
Synjardy_0004_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Synjardy_0004_female.wav|female|Jeśli masz cukrzycę typu drugiego dobrze sprawdza się Synjardy.
Synjardy_0005_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Synjardy_0005_male.wav|male|Na recepcie zapiszę Synjardy jako lek na cukrzycę typu drugiego.
Synjardy_0006_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Synjardy_0006_male.wav|male|Zalecam Synjardy, bo dobrze działa na cukrzycę typu drugiego.
Synjardy_0007_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Synjardy_0007_female.wav|female|Powinnaś spróbować kuracji Synjardy.
Synjardy_0008_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Synjardy_0008_male.wav|male|Na cukrzycę typu drugiego przepiszę ci Synjardy.
Synjardy_0009_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Synjardy_0009_female.wav|female|Możesz kupić w aptece Synjardy, powinien pomóc.
Synjardy_0010_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Synjardy_0010_female.wav|female|Powinnaś przyjmować Synjardy na cukrzycę typu drugiego.
Synjardy_0011_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Synjardy_0011_female.wav|female|Na cukrzycę typu drugiego przepiszę ci Synjardy.
Synjardy_0012_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Synjardy_0012_male.wav|male|Na recepcie zapiszę Synjardy.
Synjardy_0013_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Synjardy_0013_male.wav|male|Najlepiej w twoim przypadku sprawdzi się Synjardy.
Synjardy_0014_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Synjardy_0014_male.wav|male|Przepiszę ci Synjardy, bo zwykle dobrze działa.
Synjardy_0015_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Synjardy_0015_male.wav|male|Jeśli masz cukrzycę typu drugiego dobrze sprawdza się Synjardy.
Synjardy_0016_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Synjardy_0016_female.wav|female|Na recepcie zapiszę Synjardy jako lek na cukrzycę typu drugiego.
Actarosin_0001_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Actarosin_0001_male.wav|male|Powinnaś spróbować kuracji Actarosinem.
Actarosin_0002_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Actarosin_0002_male.wav|male|Możesz kupić w aptece Actarosin, powinien pomóc.
Actarosin_0003_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Actarosin_0003_female.wav|female|Najlepiej w twoim przypadku sprawdzi się Actarosin.
Actarosin_0004_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Actarosin_0004_female.wav|female|Na recepcie zapiszę Actarosin.
Actarosin_0005_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Actarosin_0005_female.wav|female|Na cukrzycę typu drugiego przepiszę ci Actarosin.
Actarosin_0006_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Actarosin_0006_male.wav|male|Na cukrzycę typu drugiego przepiszę ci Actarosin.
Actarosin_0007_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Actarosin_0007_female.wav|female|Powinnaś przyjmować Actarosin na cukrzycę typu drugiego.
Actarosin_0008_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Actarosin_0008_male.wav|male|Przepiszę ci Actarosin, bo zwykle dobrze działa.
Actarosin_0009_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Actarosin_0009_female.wav|female|Możesz kupić w aptece Actarosin, powinien pomóc.
Actarosin_0010_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Actarosin_0010_male.wav|male|Zalecam Actarosin, bo dobrze działa na cukrzycę typu drugiego.
Actarosin_0011_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Actarosin_0011_male.wav|male|Na recepcie zapiszę Actarosin jako lek na cukrzycę typu drugiego.
Actarosin_0012_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Actarosin_0012_female.wav|female|Przepiszę ci Actarosin, bo zwykle dobrze działa.
Actarosin_0013_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Actarosin_0013_female.wav|female|Jeśli masz cukrzycę typu drugiego dobrze sprawdza się Actarosin.
Actarosin_0014_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Actarosin_0014_female.wav|female|Na recepcie zapiszę Actarosin jako lek na cukrzycę typu drugiego.
Actarosin_0015_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Actarosin_0015_female.wav|female|Zalecam Actarosin, bo dobrze działa na cukrzycę typu drugiego.
Actarosin_0016_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Actarosin_0016_male.wav|male|Powinnaś przyjmować Actarosin na cukrzycę typu drugiego.
Arterios_0001_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Arterios_0001_male.wav|male|Na cukrzycę typu drugiego przepiszę ci Arterios.
Arterios_0002_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Arterios_0002_male.wav|male|Przepiszę ci Arterios, bo zwykle dobrze działa.
Arterios_0003_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Arterios_0003_male.wav|male|Na recepcie zapiszę Arterios jako lek na cukrzycę typu drugiego.
Arterios_0004_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Arterios_0004_male.wav|male|Zalecam Arterios, bo dobrze działa na cukrzycę typu drugiego.
Arterios_0005_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Arterios_0005_female.wav|female|Możesz kupić w aptece Arterios, powinien pomóc.
Arterios_0006_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Arterios_0006_female.wav|female|Na recepcie zapiszę Arterios.
Arterios_0007_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Arterios_0007_male.wav|male|Powinnaś spróbować kuracji Arteriosem.
Arterios_0008_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Arterios_0008_female.wav|female|Jeśli masz cukrzycę typu drugiego dobrze sprawdza się Arterios.
Arterios_0009_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Arterios_0009_male.wav|male|Powinnaś przyjmować Arterios na cukrzycę typu drugiego.
Arterios_0010_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Arterios_0010_female.wav|female|Przepiszę ci Arterios, bo zwykle dobrze działa.
Arterios_0011_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Arterios_0011_female.wav|female|Na cukrzycę typu drugiego przepiszę ci Arterios.
Arterios_0012_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Arterios_0012_male.wav|male|Jeśli masz cukrzycę typu drugiego dobrze sprawdza się Arterios.
Arterios_0013_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Arterios_0013_female.wav|female|Na recepcie zapiszę Arterios jako lek na cukrzycę typu drugiego.
Arterios_0014_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Arterios_0014_male.wav|male|Na recepcie zapiszę Arterios.
Arterios_0015_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Arterios_0015_female.wav|female|Zalecam Arterios, bo dobrze działa na cukrzycę typu drugiego.
Arterios_0016_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Arterios_0016_male.wav|male|Najlepiej w twoim przypadku sprawdzi się Arterios.
Metforminę_0001_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metforminę_0001_female.wav|female|Na recepcie zapiszę Metforminę jako lek na cukrzycę typu drugiego.
Metforminę_0002_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metforminę_0002_female.wav|female|Na recepcie zapiszę Metforminę.
Metforminę_0003_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metforminę_0003_male.wav|male|Powinnaś przyjmować Metforminę na cukrzycę typu drugiego.
Metforminę_0004_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metforminę_0004_male.wav|male|Możesz kupić w aptece Metforminę, powinien pomóc.
Metforminę_0005_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metforminę_0005_female.wav|female|Powinnaś przyjmować Metforminę na cukrzycę typu drugiego.
Metforminę_0006_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metforminę_0006_female.wav|female|Najlepiej w twoim przypadku sprawdzi się Metformina.
Metforminę_0007_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metforminę_0007_male.wav|male|Najlepiej w twoim przypadku sprawdzi się Metformina.
Metforminę_0008_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metforminę_0008_female.wav|female|Jeśli masz cukrzycę typu drugiego dobrze sprawdza się Metformina.
Metforminę_0009_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metforminę_0009_male.wav|male|Na recepcie zapiszę Metforminę jako lek na cukrzycę typu drugiego.
Metforminę_0010_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metforminę_0010_female.wav|female|Powinnaś spróbować kuracji Metforminą.
Metforminę_0011_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metforminę_0011_male.wav|male|Powinnaś spróbować kuracji Metforminą.
Metforminę_0012_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metforminę_0012_male.wav|male|Na recepcie zapiszę Metforminę.
Metforminę_0013_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metforminę_0013_male.wav|male|Jeśli masz cukrzycę typu drugiego dobrze sprawdza się Metformina.
Metforminę_0014_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metforminę_0014_female.wav|female|Na cukrzycę typu drugiego przepiszę ci Metforminę.
Metforminę_0015_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metforminę_0015_female.wav|female|Przepiszę ci Metforminę, bo zwykle dobrze działa.
Metforminę_0016_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Metforminę_0016_female.wav|female|Zalecam Metforminę, bo dobrze działa na cukrzycę typu drugiego.
Sitagliptyne_0001_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sitagliptyne_0001_female.wav|female|Na recepcie zapiszę Sitagliptynę.
Sitagliptyne_0002_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sitagliptyne_0002_female.wav|female|Powinnaś przyjmować Sitagliptynę na cukrzycę typu drugiego.
Sitagliptyne_0003_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sitagliptyne_0003_female.wav|female|Powinnaś spróbować kuracji Sitagliptyną.
Sitagliptyne_0004_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sitagliptyne_0004_male.wav|male|Najlepiej w twoim przypadku sprawdzi się Sitagliptyna.
Sitagliptyne_0005_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sitagliptyne_0005_male.wav|male|Jeśli masz cukrzycę typu drugiego dobrze sprawdza się Sitagliptyna.
Sitagliptyne_0006_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sitagliptyne_0006_male.wav|male|Powinnaś spróbować kuracji Sitagliptyną.
Sitagliptyne_0007_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sitagliptyne_0007_male.wav|male|Możesz kupić w aptece Sitagliptynę, powinien pomóc.
Sitagliptyne_0008_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sitagliptyne_0008_female.wav|female|Jeśli masz cukrzycę typu drugiego dobrze sprawdza się Sitagliptyna.
Sitagliptyne_0009_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sitagliptyne_0009_male.wav|male|Na recepcie zapiszę Sitagliptynę.
Sitagliptyne_0010_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sitagliptyne_0010_female.wav|female|Na recepcie zapiszę Sitagliptynę jako lek na cukrzycę typu drugiego.
Sitagliptyne_0011_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sitagliptyne_0011_female.wav|female|Możesz kupić w aptece Sitagliptynę, powinien pomóc.
Sitagliptyne_0012_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sitagliptyne_0012_female.wav|female|Na cukrzycę typu drugiego przepiszę ci Sitagliptynę.
Sitagliptyne_0013_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sitagliptyne_0013_male.wav|male|Zalecam Sitagliptynę, bo dobrze działa na cukrzycę typu drugiego.
Sitagliptyne_0014_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sitagliptyne_0014_female.wav|female|Zalecam Sitagliptynę, bo dobrze działa na cukrzycę typu drugiego.
Sitagliptyne_0015_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sitagliptyne_0015_female.wav|female|Najlepiej w twoim przypadku sprawdzi się Sitagliptyna.
Sitagliptyne_0016_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sitagliptyne_0016_male.wav|male|Przepiszę ci Sitagliptynę, bo zwykle dobrze działa.
Linagliptynę_0001_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Linagliptynę_0001_male.wav|male|Na cukrzycę typu drugiego przepiszę ci Linagliptynę.
Linagliptynę_0002_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Linagliptynę_0002_female.wav|female|Powinnaś spróbować kuracji Linagliptyną.
Linagliptynę_0003_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Linagliptynę_0003_male.wav|male|Na recepcie zapiszę Linagliptynę jako lek na cukrzycę typu drugiego.
Linagliptynę_0004_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Linagliptynę_0004_female.wav|female|Przepiszę ci Linagliptynę, bo zwykle dobrze działa.
Linagliptynę_0005_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Linagliptynę_0005_male.wav|male|Jeśli masz cukrzycę typu drugiego dobrze sprawdza się Linagliptyna.
Linagliptynę_0006_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Linagliptynę_0006_male.wav|male|Powinnaś spróbować kuracji Linagliptyną.
Linagliptynę_0007_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Linagliptynę_0007_male.wav|male|Powinnaś przyjmować Linagliptynę na cukrzycę typu drugiego.
Linagliptynę_0008_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Linagliptynę_0008_male.wav|male|Na recepcie zapiszę Linagliptynę.
Linagliptynę_0009_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Linagliptynę_0009_male.wav|male|Najlepiej w twoim przypadku sprawdzi się Linagliptyna.
Linagliptynę_0010_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Linagliptynę_0010_male.wav|male|Przepiszę ci Linagliptynę, bo zwykle dobrze działa.
Linagliptynę_0011_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Linagliptynę_0011_male.wav|male|Zalecam Linagliptynę, bo dobrze działa na cukrzycę typu drugiego.
Linagliptynę_0012_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Linagliptynę_0012_female.wav|female|Powinnaś przyjmować Linagliptynę na cukrzycę typu drugiego.
Linagliptynę_0013_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Linagliptynę_0013_female.wav|female|Możesz kupić w aptece Linagliptynę, powinien pomóc.
Linagliptynę_0014_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Linagliptynę_0014_female.wav|female|Najlepiej w twoim przypadku sprawdzi się Linagliptyna.
Linagliptynę_0015_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Linagliptynę_0015_female.wav|female|Na recepcie zapiszę Linagliptynę jako lek na cukrzycę typu drugiego.
Linagliptynę_0016_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Linagliptynę_0016_female.wav|female|Na recepcie zapiszę Linagliptynę.
Liraglutyd_0001_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Liraglutyd_0001_male.wav|male|Powinnaś spróbować kuracji Liraglutydem.
Liraglutyd_0002_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Liraglutyd_0002_male.wav|male|Jeśli masz cukrzycę typu drugiego dobrze sprawdza się Liraglutyd.
Liraglutyd_0003_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Liraglutyd_0003_male.wav|male|Na recepcie zapiszę Liraglutyd jako lek na cukrzycę typu drugiego.
Liraglutyd_0004_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Liraglutyd_0004_female.wav|female|Na recepcie zapiszę Liraglutyd jako lek na cukrzycę typu drugiego.
Liraglutyd_0005_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Liraglutyd_0005_female.wav|female|Możesz kupić w aptece Liraglutyd, powinien pomóc.
Liraglutyd_0006_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Liraglutyd_0006_female.wav|female|Jeśli masz cukrzycę typu drugiego dobrze sprawdza się Liraglutyd.
Liraglutyd_0007_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Liraglutyd_0007_female.wav|female|Powinnaś przyjmować Liraglutyd na cukrzycę typu drugiego.
Liraglutyd_0008_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Liraglutyd_0008_male.wav|male|Zalecam Liraglutyd, bo dobrze działa na cukrzycę typu drugiego.
Liraglutyd_0009_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Liraglutyd_0009_male.wav|male|Powinnaś przyjmować Liraglutyd na cukrzycę typu drugiego.
Liraglutyd_0010_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Liraglutyd_0010_male.wav|male|Na cukrzycę typu drugiego przepiszę ci Liraglutyd.
Liraglutyd_0011_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Liraglutyd_0011_female.wav|female|Na cukrzycę typu drugiego przepiszę ci Liraglutyd.
